3300025345.a:Ga0209669_100013	PUL0341_12	45.3	525	268	8	3200	1671	2	522	3.78e-142	456
3300025345.a:Ga0209669_100007	PUL0339_21	48.4	310	153	5	78268	79179	4	312	6.48e-83	278
3300025345.a:Ga0209669_100040	PUL0250_19	34.6	205	120	4	75715	76296	2	203	9.62e-37	140
3300025345.a:Ga0209669_100003	PUL0333_7	39.9	434	239	11	10699	9419	3	421	2.22e-86	293
3300025345.a:Ga0209669_100010	PUL0178_2	37.3	308	165	6	48374	47523	8	311	7.80e-56	200
3300025345.a:Ga0209669_100047	PUL0309_2	55.5	256	114	0	55370	56137	2	257	3.74e-89	293
3300025345.a:Ga0209669_100208	PUL0061_35	40.5	301	173	3	14178	13288	9	307	3.60e-74	250
3300025345.a:Ga0209669_101096	PUL0514_6	22.6	354	260	5	1240	2277	7	354	1.91e-25	109
3300025345.a:Ga0209669_101200	PUL0047_25	51.0	257	120	3	11530	10778	1	257	3.84e-70	235
3300025345.a:Ga0209669_100016	PUL0335_5	53.5	512	238	0	45212	46747	6	517	4.69e-182	571
3300025345.a:Ga0209669_100721	PUL0266_15	24.3	375	214	14	8707	9762	71	398	4.15e-17	85.9
3300025345.a:Ga0209669_100034	PUL0390_3	45.1	344	163	7	66181	65180	1	328	1.31e-84	283
3300025345.a:Ga0209669_100241	PUL0106_16	29.4	201	118	8	16854	16288	21	209	4.64e-15	76.6
3300025345.a:Ga0209669_100098	PUL0214_8	55.0	289	124	2	19513	18647	8	290	2.08e-91	300
3300025345.a:Ga0209669_100020	PUL0061_35	41.9	298	171	1	22708	23595	10	307	8.72e-75	253
3300025345.a:Ga0209669_100158	PUL0429_39	27.6	522	328	15	27019	25541	25	525	2.44e-40	159
3300025345.a:Ga0209669_100202	PUL0339_10	35.0	420	249	9	29023	27809	2	412	1.13e-69	242
3300025345.a:Ga0209669_100179	PUL0267_1	33.8	305	197	5	21564	22469	4	306	5.20e-47	172
3300025345.a:Ga0209669_100662	PUL0335_4	37.8	148	88	4	17028	17459	20	167	7.07e-20	88.6
