3300014205.a:Ga0172380_10000148	PUL0572_4	45.2	396	211	3	10854	9673	1	392	3.04e-105	350
3300014205.a:Ga0172380_10000390	PUL0180_3	58.1	621	255	4	16367	18223	10	627	1.08e-240	745
3300014205.a:Ga0172380_10000047	PUL0049_23	54.0	882	379	9	81924	84536	1	866	3.85e-302	933
3300014205.a:Ga0172380_10000445	PUL0093_4	31.2	260	155	4	13819	14595	7	243	1.02e-27	115
3300014205.a:Ga0172380_10000448	PUL0448_10	46.0	176	92	3	16761	17282	1	175	3.19e-47	169
3300014205.a:Ga0172380_10000048	PUL0017_9	47.2	701	297	9	182687	180585	148	775	1.07e-185	593
3300014205.a:Ga0172380_10000069	PUL0070_26	44.6	592	304	11	150666	148933	1	582	1.85e-151	487
3300014205.a:Ga0172380_10000151	PUL0103_5	47.3	695	360	3	81872	79806	19	713	4.93e-207	652
3300014205.a:Ga0172380_10001124	PUL0413_12	35.5	321	179	4	22240	21350	4	320	3.65e-49	179
3300014205.a:Ga0172380_10000024	PUL0406_16	53.6	619	273	6	311992	310151	179	788	1.69e-184	591
3300014205.a:Ga0172380_10000067	PUL0106_20	51.4	1035	401	10	50493	53567	2	944	0.0	1029
3300014205.a:Ga0172380_10026877	PUL0334_19	27.6	210	139	4	4230	3607	5	203	2.83e-20	89.4
3300014205.a:Ga0172380_10000026	PUL0339_23	48.8	852	374	12	165554	168046	19	829	1.36e-223	705
3300014205.a:Ga0172380_10000138	PUL0518_2	50.4	577	272	6	23582	21879	4	575	2.02e-179	566
3300014205.a:Ga0172380_10000076	PUL0267_10	52.1	941	443	6	184695	181876	1	934	5.12e-308	953
3300014205.a:Ga0172380_10000088	PUL0413_22	43.9	619	303	4	27526	29367	2	581	4.04e-156	500
3300014205.a:Ga0172380_10002526	PUL0336_17	61.5	122	47	0	14422	14057	1	122	1.22e-40	146
3300014205.a:Ga0172380_10000350	PUL0502_10	65.0	440	154	0	2473	1154	1	440	3.00e-193	599
3300014205.a:Ga0172380_10000083	PUL0267_9	53.9	679	301	4	93171	91138	10	677	8.55e-229	713
3300014205.a:Ga0172380_10000033	PUL0106_8	52.7	941	424	5	166800	169619	2	922	5.37e-299	926
3300014205.a:Ga0172380_10000223	PUL0335_5	61.8	513	195	1	48949	47414	5	517	7.44e-204	634
