3300026280.a:Ga0209017_10008990	PUL0155_4	49.8	301	151	0	3581	2679	9	309	3.60e-99	316
3300026280.a:Ga0209017_10003930	PUL0108_20	36.4	220	138	1	1957	2616	1	218	3.88e-39	145
3300026280.a:Ga0209017_10000604	PUL0108_20	42.3	222	123	3	33981	33331	3	224	2.33e-46	168
3300026280.a:Ga0209017_10009140	PUL0217_3	47.3	243	123	2	3666	2938	33	270	5.58e-71	236
3300026280.a:Ga0209017_10000305	PUL0035_4	33.7	294	188	6	3332	4201	2	292	1.23e-42	159
3300026280.a:Ga0209017_10011365	PUL0591_4	35.7	221	141	1	2406	3068	3	222	1.23e-37	139
3300026280.a:Ga0209017_10003136	PUL0225_8	37.3	338	205	6	9361	8360	1	335	2.90e-63	218
3300026280.a:Ga0209017_10000484	PUL0072_1	29.8	524	319	11	29757	31193	22	541	8.08e-55	202
3300026280.a:Ga0209017_10001374	PUL0340_3	35.9	810	404	14	15861	18035	2	781	6.61e-124	414
3300026280.a:Ga0209017_10004558	PUL0013_16	43.3	298	149	8	5284	4400	19	299	5.04e-65	222
3300026280.a:Ga0209017_10001126	PUL0217_2	68.7	329	99	2	18805	17822	1	326	2.82e-155	483
3300026280.a:Ga0209017_10001549	PUL0144_4	47.0	332	167	7	15623	14634	1	325	4.71e-88	290
3300026280.a:Ga0209017_10002733	PUL0413_15	48.2	465	227	5	9925	8567	100	562	2.53e-119	389
3300026280.a:Ga0209017_10001049	PUL0122_2	46.6	326	165	3	18488	19438	1	326	1.58e-91	300
3300026280.a:Ga0209017_10002504	PUL0575_8	48.5	437	208	8	10078	8804	1	432	5.78e-116	374
3300026280.a:Ga0209017_10001370	PUL0050_20	57.8	275	113	2	2042	2863	1	273	2.16e-94	306
3300026280.a:Ga0209017_10005832	PUL0601_11	40.1	314	187	1	4613	3675	2	315	1.50e-76	255
3300026280.a:Ga0209017_10008618	PUL0390_2	40.0	647	353	15	3261	1378	26	656	8.44e-135	426
3300026280.a:Ga0209017_10004062	PUL0266_11	40.0	508	280	6	1463	3	1	504	1.86e-127	417
3300026280.a:Ga0209017_10000376	PUL0390_2	40.5	642	349	12	15532	17394	27	656	1.42e-142	462
