3300025161.a:Ga0209381_1005731	PUL0368_24	28.0	521	330	13	8962	7484	59	562	1.33e-46	178
3300025161.a:Ga0209381_1005035	PUL0160_18	29.8	282	170	8	1404	604	2	270	2.84e-24	108
3300025161.a:Ga0209381_1002565	PUL0149_1	45.2	480	214	9	5925	4603	24	493	2.09e-123	399
3300025161.a:Ga0209381_1022276	PUL0113_15	24.6	544	337	18	713	2230	31	539	5.07e-33	133
3300025161.a:Ga0209381_1011724	PUL0516_10	45.3	437	234	1	1509	214	1	437	4.67e-124	395
3300025161.a:Ga0209381_1008979	PUL0013_35	23.2	414	288	11	4214	5410	84	482	1.04e-21	99.4
3300025161.a:Ga0209381_1008085	PUL0430_4	24.0	404	258	18	2820	3986	1375	1744	5.32e-09	60.1
3300025161.a:Ga0209381_1008214	PUL0560_24	30.2	202	130	6	4430	5014	245	442	1.13e-15	80.5
3300025161.a:Ga0209381_1000258	PUL0017_9	45.4	694	304	7	41807	43873	148	771	4.52e-186	594
3300025161.a:Ga0209381_1001113	PUL0591_3	45.2	239	131	0	21651	22367	1	239	3.81e-59	205
3300025161.a:Ga0209381_1007917	PUL0108_20	47.8	207	101	3	4870	4268	11	216	3.34e-49	174
3300025161.a:Ga0209381_1019917	PUL0443_9	31.5	111	68	3	523	209	373	481	2.01e-07	53.5
3300025161.a:Ga0209381_1006385	PUL0267_1	24.1	328	202	14	3064	2111	7	297	8.39e-04	42.4
3300025161.a:Ga0209381_1009302	PUL0429_39	25.5	368	232	13	5217	4177	174	520	8.11e-23	103
3300025161.a:Ga0209381_1004685	PUL0160_18	32.9	298	146	8	10201	9359	9	269	3.43e-37	147
3300025161.a:Ga0209381_1011868	PUL0333_3	25.9	309	191	13	2054	1182	13	301	1.18e-04	44.3
3300025161.a:Ga0209381_1009740	PUL0266_3	47.6	206	105	2	5059	4442	9	211	1.01e-54	188
3300025161.a:Ga0209381_1002518	PUL0299_1	34.7	530	236	11	19171	20439	412	938	6.99e-69	253
3300025161.a:Ga0209381_1007775	PUL0413_13	37.9	346	191	3	607	1641	4	326	7.61e-65	223
3300025161.a:Ga0209381_1007295	PUL0281_23	30.2	159	88	6	3885	3421	49	188	4.68e-13	70.1
3300025161.a:Ga0209381_1004925	PUL0443_9	46.2	65	34	1	4916	4722	387	450	7.94e-09	60.1
3300025161.a:Ga0209381_1006915	PUL0459_39	37.1	294	166	6	6580	5741	31	319	1.33e-40	152
3300025161.a:Ga0209381_1006431	PUL0164_8	32.2	602	381	7	5982	4234	6	599	8.95e-104	345
3300025161.a:Ga0209381_1006316	PUL0390_24	37.1	232	145	1	1872	1177	24	254	9.03e-44	159
3300025161.a:Ga0209381_1001292	PUL0335_2	37.7	454	272	3	15089	16435	2	449	6.74e-96	319
3300025161.a:Ga0209381_1006257	PUL0001_13	26.1	303	202	6	7289	8152	252	547	2.20e-25	113
3300025161.a:Ga0209381_1006877	PUL0217_4	51.4	288	138	2	762	1622	5	291	1.46e-93	303
3300025161.a:Ga0209381_1006081	PUL0458_28	26.2	275	197	3	261	1067	22	296	3.97e-30	121
3300025161.a:Ga0209381_1006022	PUL0280_7	26.9	386	270	7	5815	6948	3	384	2.73e-37	144
3300025161.a:Ga0209381_1010182	PUL0108_27	27.9	140	96	3	2365	2772	396	534	2.24e-12	70.5
3300025161.a:Ga0209381_1005207	PUL0172_9	23.0	274	155	12	7982	8749	33	268	3.07e-04	44.7
3300025161.a:Ga0209381_1004995	PUL0010_37	61.0	556	214	2	3256	4917	1	555	2.18e-221	683
3300025161.a:Ga0209381_1001384	PUL0146_14	40.0	590	339	11	6196	4463	49	635	5.49e-133	433
