3300027820.a:Ga0209578_10000219	PUL0460_75	66.2	515	174	0	73513	75057	6	520	4.11e-216	669
3300027820.a:Ga0209578_10000596	PUL0227_6	54.6	216	98	0	29150	29797	1	216	2.02e-75	250
3300027820.a:Ga0209578_10000133	PUL0413_22	44.6	617	296	5	97506	95680	2	580	5.57e-154	493
3300027820.a:Ga0209578_10000341	PUL0281_25	48.7	398	202	2	6496	5309	1	398	2.03e-112	365
3300027820.a:Ga0209578_10000086	PUL0362_3	47.5	819	377	13	203301	205703	41	824	9.80e-228	716
3300027820.a:Ga0209578_10000108	PUL0460_6	49.0	804	391	9	98345	100726	21	815	3.81e-248	775
3300027820.a:Ga0209578_10010067	PUL0300_14	25.8	539	388	6	4093	5691	46	578	8.19e-39	153
3300027820.a:Ga0209578_10000080	PUL0038_4	49.5	651	322	5	49500	51452	1	644	1.07e-204	642
3300027820.a:Ga0209578_10000057	PUL0106_8	39.7	947	515	16	259371	262127	4	922	1.08e-199	640
3300027820.a:Ga0209578_10000114	PUL0180_1	36.5	482	304	2	23297	24739	1	481	3.52e-83	285
3300027820.a:Ga0209578_10000068	PUL0335_5	60.9	512	196	1	208412	206889	6	517	8.26e-204	634
3300027820.a:Ga0209578_10000043	PUL0267_9	52.0	666	318	2	128939	126945	3	667	6.72e-222	694
3300027820.a:Ga0209578_10000162	PUL0584_6	48.5	528	251	9	75194	76762	3	514	3.99e-140	450
3300027820.a:Ga0209578_10000047	PUL0178_1	47.6	614	313	7	65616	67448	23	630	4.51e-177	563
3300027820.a:Ga0209578_10000025	PUL0267_10	57.0	942	392	5	161280	158455	8	936	0.0	1082
3300027820.a:Ga0209578_10000115	PUL0180_3	43.5	621	338	8	66450	68285	9	625	7.33e-154	496
